id_lista,nombre_representante,distrito_familia,producto,cantidad,prioridad,precio_soles,nombre_tienda,tipo,distrito_tienda,fecha
1491,Carla Huamán,Callao,Sal (kg),1.0,Alta,0.2,Mercado Callao,Mercado,Callao,2025-12-16
1492,Ricardo López,La Molina,Mayonesa (frasco),1.0,Baja,4.8,Wong La Molina,Supermercado,La Molina,2025-12-16
1493,Sofía Vargas,San Isidro,Ketchup (frasco),1.0,Media,3.8,Metro San Isidro,Supermercado,San Isidro,2025-12-16
1494,Juan Carlos Díaz,Villa El Salvador,Lentejas (kg),2.0,Alta,3.5,Mercado VES,Mercado,Villa El Salvador,2025-12-16
1495,Elena Rojas,Chorrillos,Shampoo (frasco),1.0,Baja,10.6,Bodega Chorrillos,Bodega,Chorrillos,2025-12-16
1496,Pedro Castillo,SMP,Papel higiénico (paquete),2.0,Alta,7.2,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-16
1497,Carla Huamán,Surquillo,Queso (kg),1.0,Media,18.5,Mercado Surquillo,Mercado,Surquillo,2025-12-16
1498,Ricardo López,Jesús María,Yogurt (unidad),3.0,Baja,2.1,Tottus Jesús María,Supermercado,Jesús María,2025-12-16
1499,Sofía Vargas,La Molina,Manzana (kg),2.0,Alta,5.2,Vivanda La Molina,Supermercado,La Molina,2025-12-16
1500,Juan Carlos Díaz,San Miguel,Arroz (kg),3.0,Alta,3.1,Bodega San Miguel,Bodega,San Miguel,2025-12-16
1501,Kevin Pardo,Miraflores,Leche evaporada 400g,2.0,Media,2.2,Plaza Vea Miraflores,Supermercado,Miraflores,2025-12-17
1502,María Quispe,San Martín de Porres,Pechuga de pollo (kg),2.0,Alta,10.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-17
1503,José Alvarez,SMP,Plátano (kg),2.0,Alta,1.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-17
1504,Luis Ramírez,Surco,Detergente líquido 1L,1.0,Baja,6.6,Wong Surco,Supermercado,Surco,2025-12-17
1505,Ana Torres,Comas,Huevos (docena),1.0,Alta,10.7,Bodega San Pedro,Bodega,Comas,2025-12-17
1506,Jorge Medina,San Borja,Tomate (kg),2.0,Media,3.1,Plaza Vea San Borja,Supermercado,San Borja,2025-12-17
1507,Ana Torres,Pueblo Libre,Aceite (litro),1.0,Alta,8.8,Metro San Borja,Supermercado,San Borja,2025-12-17
1508,Carlos López,San Borja,Azúcar (kg),2.0,Media,3.4,Vivanda La Molina,Supermercado,La Molina,2025-12-17
1509,Laura Sánchez,Lince,Pasta (paquete),3.0,Baja,2.0,Tottus Lince,Supermercado,Lince,2025-12-17
1510,José García,San Isidro,Frijoles (kg),2.0,Alta,3.6,Wong San Isidro,Supermercado,San Isidro,2025-12-17
1511,Carla Huamán,Callao,Papa (kg),3.0,Media,0.8,Mercado Callao,Mercado,Callao,2025-12-18
1512,Ricardo López,La Molina,Cebolla (kg),2.0,Alta,1.5,Wong La Molina,Supermercado,La Molina,2025-12-18
1513,Sofía Vargas,San Isidro,Atún (lata),3.0,Media,5.1,Metro San Isidro,Supermercado,San Isidro,2025-12-18
1514,Juan Carlos Díaz,Villa El Salvador,Galletas (paquete),2.0,Baja,2.7,Mercado VES,Mercado,Villa El Salvador,2025-12-18
1515,Elena Rojas,Chorrillos,Jugo (litro),2.0,Media,4.5,Bodega Chorrillos,Bodega,Chorrillos,2025-12-18
1516,Pedro Castillo,SMP,Café (paquete),1.0,Alta,13.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-18
1517,Carla Huamán,Surquillo,Té (paquete),1.0,Baja,2.4,Mercado Surquillo,Mercado,Surquillo,2025-12-18
1518,Ricardo López,Jesús María,Harina (kg),2.0,Media,2.9,Tottus Jesús María,Supermercado,Jesús María,2025-12-18
1519,Sofía Vargas,La Molina,Sal (kg),1.0,Alta,0.1,Vivanda La Molina,Supermercado,La Molina,2025-12-18
1520,Juan Carlos Díaz,San Miguel,Mayonesa (frasco),1.0,Baja,4.7,Bodega San Miguel,Bodega,San Miguel,2025-12-18
1521,Kevin Pardo,Miraflores,Ketchup (frasco),1.0,Media,3.7,Plaza Vea Miraflores,Supermercado,Miraflores,2025-12-19
1522,María Quispe,San Martín de Porres,Lentejas (kg),2.0,Alta,3.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-19
1523,José Alvarez,SMP,Shampoo (frasco),1.0,Baja,10.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-19
1524,Luis Ramírez,Surco,Papel higiénico (paquete),2.0,Alta,7.1,Wong Surco,Supermercado,Surco,2025-12-19
1525,Ana Torres,Comas,Queso (kg),1.0,Media,18.4,Bodega San Pedro,Bodega,Comas,2025-12-19
1526,Jorge Medina,San Borja,Yogurt (unidad),3.0,Baja,2.0,Plaza Vea San Borja,Supermercado,San Borja,2025-12-19
1527,Ana Torres,Pueblo Libre,Manzana (kg),2.0,Alta,5.1,Metro San Borja,Supermercado,San Borja,2025-12-19
1528,Carlos López,San Borja,Arroz (kg),3.0,Alta,3.0,Vivanda La Molina,Supermercado,La Molina,2025-12-19
1529,Laura Sánchez,Lince,Leche evaporada 400g,2.0,Media,2.1,Tottus Lince,Supermercado,Lince,2025-12-19
1530,José García,San Isidro,Pechuga de pollo (kg),2.0,Alta,10.2,Wong San Isidro,Supermercado,San Isidro,2025-12-19
1531,Carla Huamán,Callao,Plátano (kg),2.0,Alta,1.4,Mercado Callao,Mercado,Callao,2025-12-20
1532,Ricardo López,La Molina,Detergente líquido 1L,1.0,Baja,6.5,Wong La Molina,Supermercado,La Molina,2025-12-20
1533,Sofía Vargas,San Isidro,Huevos (docena),1.0,Alta,10.6,Metro San Isidro,Supermercado,San Isidro,2025-12-20
1534,Juan Carlos Díaz,Villa El Salvador,Tomate (kg),2.0,Media,3.0,Mercado VES,Mercado,Villa El Salvador,2025-12-20
1535,Elena Rojas,Chorrillos,Aceite (litro),1.0,Alta,8.7,Bodega Chorrillos,Bodega,Chorrillos,2025-12-20
1536,Pedro Castillo,SMP,Azúcar (kg),2.0,Media,3.3,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-20
1537,Carla Huamán,Surquillo,Pasta (paquete),3.0,Baja,1.9,Mercado Surquillo,Mercado,Surquillo,2025-12-20
1538,Ricardo López,Jesús María,Frijoles (kg),2.0,Alta,3.5,Tottus Jesús María,Supermercado,Jesús María,2025-12-20
1539,Sofía Vargas,La Molina,Papa (kg),3.0,Media,0.7,Vivanda La Molina,Supermercado,La Molina,2025-12-20
1540,Juan Carlos Díaz,San Miguel,Cebolla (kg),2.0,Alta,1.4,Bodega San Miguel,Bodega,San Miguel,2025-12-20
1541,Kevin Pardo,Miraflores,Atún (lata),3.0,Media,5.0,Plaza Vea Miraflores,Supermercado,Miraflores,2025-12-21
1542,María Quispe,San Martín de Porres,Galletas (paquete),2.0,Baja,2.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-21
1543,José Alvarez,SMP,Jugo (litro),2.0,Media,4.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-21
1544,Luis Ramírez,Surco,Café (paquete),1.0,Alta,13.5,Wong Surco,Supermercado,Surco,2025-12-21
1545,Ana Torres,Comas,Té (paquete),1.0,Baja,2.3,Bodega San Pedro,Bodega,Comas,2025-12-21
1546,Jorge Medina,San Borja,Harina (kg),2.0,Media,2.8,Plaza Vea San Borja,Supermercado,San Borja,2025-12-21
1547,Ana Torres,Pueblo Libre,Sal (kg),1.0,Alta,0.0,Metro San Borja,Supermercado,San Borja,2025-12-21
1548,Carlos López,San Borja,Mayonesa (frasco),1.0,Baja,4.6,Vivanda La Molina,Supermercado,La Molina,2025-12-21
1549,Laura Sánchez,Lince,Ketchup (frasco),1.0,Media,3.6,Tottus Lince,Supermercado,Lince,2025-12-21
1550,José García,San Isidro,Lentejas (kg),2.0,Alta,3.4,Wong San Isidro,Supermercado,San Isidro,2025-12-21
1551,Carla Huamán,Callao,Shampoo (frasco),1.0,Baja,10.4,Mercado Callao,Mercado,Callao,2025-12-22
1552,Ricardo López,La Molina,Papel higiénico (paquete),2.0,Alta,7.0,Wong La Molina,Supermercado,La Molina,2025-12-22
1553,Sofía Vargas,San Isidro,Queso (kg),1.0,Media,18.3,Metro San Isidro,Supermercado,San Isidro,2025-12-22
1554,Juan Carlos Díaz,Villa El Salvador,Yogurt (unidad),3.0,Baja,1.9,Mercado VES,Mercado,Villa El Salvador,2025-12-22
1555,Elena Rojas,Chorrillos,Manzana (kg),2.0,Alta,5.0,Bodega Chorrillos,Bodega,Chorrillos,2025-12-22
1556,Pedro Castillo,SMP,Arroz (kg),3.0,Alta,2.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-22
1557,Carla Huamán,Surquillo,Leche evaporada 400g,2.0,Media,2.0,Mercado Surquillo,Mercado,Surquillo,2025-12-22
1558,Ricardo López,Jesús María,Pechuga de pollo (kg),2.0,Alta,10.1,Tottus Jesús María,Supermercado,Jesús María,2025-12-22
1559,Sofía Vargas,La Molina,Plátano (kg),2.0,Alta,1.3,Vivanda La Molina,Supermercado,La Molina,2025-12-22
1560,Juan Carlos Díaz,San Miguel,Detergente líquido 1L,1.0,Baja,6.4,Bodega San Miguel,Bodega,San Miguel,2025-12-22
1561,Kevin Pardo,Miraflores,Huevos (docena),1.0,Alta,10.5,Plaza Vea Miraflores,Supermercado,Miraflores,2025-12-23
1562,María Quispe,San Martín de Porres,Tomate (kg),2.0,Media,2.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-23
1563,José Alvarez,SMP,Aceite (litro),1.0,Alta,8.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-23
1564,Luis Ramírez,Surco,Azúcar (kg),2.0,Media,3.2,Wong Surco,Supermercado,Surco,2025-12-23
1565,Ana Torres,Comas,Pasta (paquete),3.0,Baja,1.8,Bodega San Pedro,Bodega,Comas,2025-12-23
1566,Jorge Medina,San Borja,Frijoles (kg),2.0,Alta,3.3,Plaza Vea San Borja,Supermercado,San Borja,2025-12-23
1567,Ana Torres,Pueblo Libre,Papa (kg),3.0,Media,0.6,Metro San Borja,Supermercado,San Borja,2025-12-23
1568,Carlos López,San Borja,Cebolla (kg),2.0,Alta,1.3,Vivanda La Molina,Supermercado,La Molina,2025-12-23
1569,Laura Sánchez,Lince,Atún (lata),3.0,Media,4.9,Tottus Lince,Supermercado,Lince,2025-12-23
1570,José García,San Isidro,Galletas (paquete),2.0,Baja,2.5,Wong San Isidro,Supermercado,San Isidro,2025-12-23
1571,Carla Huamán,Callao,Jugo (litro),2.0,Media,4.3,Mercado Callao,Mercado,Callao,2025-12-24
1572,Ricardo López,La Molina,Café (paquete),1.0,Alta,13.4,Wong La Molina,Supermercado,La Molina,2025-12-24
1573,Sofía Vargas,San Isidro,Té (paquete),1.0,Baja,2.2,Metro San Isidro,Supermercado,San Isidro,2025-12-24
1574,Juan Carlos Díaz,Villa El Salvador,Harina (kg),2.0,Media,2.7,Mercado VES,Mercado,Villa El Salvador,2025-12-24
1575,Elena Rojas,Chorrillos,Sal (kg),1.0,Alta,0.0,Bodega Chorrillos,Bodega,Chorrillos,2025-12-24
1576,Pedro Castillo,SMP,Mayonesa (frasco),1.0,Baja,4.5,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-24
1577,Carla Huamán,Surquillo,Ketchup (frasco),1.0,Media,3.5,Mercado Surquillo,Mercado,Surquillo,2025-12-24
1578,Ricardo López,Jesús María,Lentejas (kg),2.0,Alta,3.2,Tottus Jesús María,Supermercado,Jesús María,2025-12-24
1579,Sofía Vargas,La Molina,Shampoo (frasco),1.0,Baja,10.3,Vivanda La Molina,Supermercado,La Molina,2025-12-24
1580,Juan Carlos Díaz,San Miguel,Papel higiénico (paquete),2.0,Alta,6.9,Bodega San Miguel,Bodega,San Miguel,2025-12-24
1581,Kevin Pardo,Miraflores,Queso (kg),1.0,Media,18.2,Plaza Vea Miraflores,Supermercado,Miraflores,2025-12-25
1582,María Quispe,San Martín de Porres,Yogurt (unidad),3.0,Baja,1.8,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-25
1583,José Alvarez,SMP,Manzana (kg),2.0,Alta,4.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-25
1584,Luis Ramírez,Surco,Arroz (kg),3.0,Alta,2.8,Wong Surco,Supermercado,Surco,2025-12-25
1585,Ana Torres,Comas,Leche evaporada 400g,2.0,Media,1.9,Bodega San Pedro,Bodega,Comas,2025-12-25
1586,Jorge Medina,San Borja,Pechuga de pollo (kg),2.0,Alta,10.0,Plaza Vea San Borja,Supermercado,San Borja,2025-12-25
1587,Ana Torres,Pueblo Libre,Plátano (kg),2.0,Alta,1.2,Metro San Borja,Supermercado,San Borja,2025-12-25
1588,Carlos López,San Borja,Detergente líquido 1L,1.0,Baja,6.3,Vivanda La Molina,Supermercado,La Molina,2025-12-25
1589,Laura Sánchez,Lince,Huevos (docena),1.0,Alta,10.4,Tottus Lince,Supermercado,Lince,2025-12-25
1590,José García,San Isidro,Tomate (kg),2.0,Media,2.8,Wong San Isidro,Supermercado,San Isidro,2025-12-25
1591,Carla Huamán,Callao,Aceite (litro),1.0,Alta,8.5,Mercado Callao,Mercado,Callao,2025-12-26
1592,Ricardo López,La Molina,Azúcar (kg),2.0,Media,3.1,Wong La Molina,Supermercado,La Molina,2025-12-26
1593,Sofía Vargas,San Isidro,Pasta (paquete),3.0,Baja,1.7,Metro San Isidro,Supermercado,San Isidro,2025-12-26
1594,Juan Carlos Díaz,Villa El Salvador,Frijoles (kg),2.0,Alta,3.1,Mercado VES,Mercado,Villa El Salvador,2025-12-26
1595,Elena Rojas,Chorrillos,Papa (kg),3.0,Media,0.5,Bodega Chorrillos,Bodega,Chorrillos,2025-12-26
1596,Pedro Castillo,SMP,Cebolla (kg),2.0,Alta,1.2,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-26
1597,Carla Huamán,Surquillo,Atún (lata),3.0,Media,4.8,Mercado Surquillo,Mercado,Surquillo,2025-12-26
1598,Ricardo López,Jesús María,Galletas (paquete),2.0,Baja,2.4,Tottus Jesús María,Supermercado,Jesús María,2025-12-26
1599,Sofía Vargas,La Molina,Jugo (litro),2.0,Media,4.2,Vivanda La Molina,Supermercado,La Molina,2025-12-26
1600,Juan Carlos Díaz,San Miguel,Café (paquete),1.0,Alta,13.3,Bodega San Miguel,Bodega,San Miguel,2025-12-26
1601,Kevin Pardo,Miraflores,Té (paquete),1.0,Baja,2.1,Plaza Vea Miraflores,Supermercado,Miraflores,2025-12-27
1602,María Quispe,San Martín de Porres,Harina (kg),2.0,Media,2.6,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-27
1603,José Alvarez,SMP,Sal (kg),1.0,Alta,0.0,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-27
1604,Luis Ramírez,Surco,Mayonesa (frasco),1.0,Baja,4.4,Wong Surco,Supermercado,Surco,2025-12-27
1605,Ana Torres,Comas,Ketchup (frasco),1.0,Media,3.4,Bodega San Pedro,Bodega,Comas,2025-12-27
1606,Jorge Medina,San Borja,Lentejas (kg),2.0,Alta,3.0,Plaza Vea San Borja,Supermercado,San Borja,2025-12-27
1607,Ana Torres,Pueblo Libre,Shampoo (frasco),1.0,Baja,10.2,Metro San Borja,Supermercado,San Borja,2025-12-27
1608,Carlos López,San Borja,Papel higiénico (paquete),2.0,Alta,6.8,Vivanda La Molina,Supermercado,La Molina,2025-12-27
1609,Laura Sánchez,Lince,Queso (kg),1.0,Media,18.1,Tottus Lince,Supermercado,Lince,2025-12-27
1610,José García,San Isidro,Yogurt (unidad),3.0,Baja,1.7,Wong San Isidro,Supermercado,San Isidro,2025-12-27
1611,Carla Huamán,Callao,Manzana (kg),2.0,Alta,4.8,Mercado Callao,Mercado,Callao,2025-12-28
1612,Ricardo López,La Molina,Arroz (kg),3.0,Alta,2.7,Wong La Molina,Supermercado,La Molina,2025-12-28
1613,Sofía Vargas,San Isidro,Leche evaporada 400g,2.0,Media,1.8,Metro San Isidro,Supermercado,San Isidro,2025-12-28
1614,Juan Carlos Díaz,Villa El Salvador,Pechuga de pollo (kg),2.0,Alta,9.9,Mercado VES,Mercado,Villa El Salvador,2025-12-28
1615,Elena Rojas,Chorrillos,Plátano (kg),2.0,Alta,1.1,Bodega Chorrillos,Bodega,Chorrillos,2025-12-28
1616,Pedro Castillo,SMP,Detergente líquido 1L,1.0,Baja,6.2,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-28
1617,Carla Huamán,Surquillo,Huevos (docena),1.0,Alta,10.3,Mercado Surquillo,Mercado,Surquillo,2025-12-28
1618,Ricardo López,Jesús María,Tomate (kg),2.0,Media,2.7,Tottus Jesús María,Supermercado,Jesús María,2025-12-28
1619,Sofía Vargas,La Molina,Aceite (litro),1.0,Alta,8.4,Vivanda La Molina,Supermercado,La Molina,2025-12-28
1620,Juan Carlos Díaz,San Miguel,Azúcar (kg),2.0,Media,3.0,Bodega San Miguel,Bodega,San Miguel,2025-12-28
1621,Kevin Pardo,Miraflores,Pasta (paquete),3.0,Baja,1.6,Plaza Vea Miraflores,Supermercado,Miraflores,2025-12-29
1622,María Quispe,San Martín de Porres,Frijoles (kg),2.0,Alta,2.9,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-29
1623,José Alvarez,SMP,Papa (kg),3.0,Media,0.4,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-29
1624,Luis Ramírez,Surco,Cebolla (kg),2.0,Alta,1.1,Wong Surco,Supermercado,Surco,2025-12-29
1625,Ana Torres,Comas,Atún (lata),3.0,Media,4.7,Bodega San Pedro,Bodega,Comas,2025-12-29
1626,Jorge Medina,San Borja,Galletas (paquete),2.0,Baja,2.3,Plaza Vea San Borja,Supermercado,San Borja,2025-12-29
1627,Ana Torres,Pueblo Libre,Jugo (litro),2.0,Media,4.1,Metro San Borja,Supermercado,San Borja,2025-12-29
1628,Carlos López,San Borja,Café (paquete),1.0,Alta,13.2,Vivanda La Molina,Supermercado,La Molina,2025-12-29
1629,Laura Sánchez,Lince,Té (paquete),1.0,Baja,2.0,Tottus Lince,Supermercado,Lince,2025-12-29
1630,José García,San Isidro,Harina (kg),2.0,Media,2.5,Wong San Isidro,Supermercado,San Isidro,2025-12-29
1631,Carla Huamán,Callao,Sal (kg),1.0,Alta,0.0,Mercado Callao,Mercado,Callao,2025-12-30
1632,Ricardo López,La Molina,Mayonesa (frasco),1.0,Baja,4.3,Wong La Molina,Supermercado,La Molina,2025-12-30
1633,Sofía Vargas,San Isidro,Ketchup (frasco),1.0,Media,3.3,Metro San Isidro,Supermercado,San Isidro,2025-12-30
1634,Juan Carlos Díaz,Villa El Salvador,Lentejas (kg),2.0,Alta,2.8,Mercado VES,Mercado,Villa El Salvador,2025-12-30
1635,Elena Rojas,Chorrillos,Shampoo (frasco),1.0,Baja,10.1,Bodega Chorrillos,Bodega,Chorrillos,2025-12-30
1636,Pedro Castillo,SMP,Papel higiénico (paquete),2.0,Alta,6.7,Mercado Central SMP,Mercado,San Martín de Porres,2025-12-30
1637,Carla Huamán,Surquillo,Queso (kg),1.0,Media,18.0,Mercado Surquillo,Mercado,Surquillo,2025-12-30
1638,Ricardo López,Jesús María,Yogurt (unidad),3.0,Baja,1.6,Tottus Jesús María,Supermercado,Jesús María,2025-12-30
1639,Sofía Vargas,La Molina,Manzana (kg),2.0,Alta,4.7,Vivanda La Molina,Supermercado,La Molina,2025-12-30
1640,Juan Carlos Díaz,San Miguel,Arroz (kg),3.0,Alta,2.6,Bodega San Miguel,Bodega,San Miguel,2025-12-30
1641,Kevin Pardo,Miraflores,Arroz (kg),3.0,Alta,3.5,Plaza Vea Miraflores,Supermercado,Miraflores,2026-01-01
1642,María Quispe,San Martín de Porres,Pechuga de pollo (kg),2.0,Alta,10.6,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-01
1643,José Alvarez,SMP,Papa (kg),3.0,Media,1.2,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-01
1644,Luis Ramírez,Surco,Tomate (kg),2.0,Alta,3.6,Wong Surco,Supermercado,Surco,2026-01-01
1645,Ana Torres,Comas,Pan francés (unidad),10.0,Media,0.26,Bodega San Pedro,Bodega,Comas,2026-01-01
1646,Jorge Medina,San Borja,Naranja (kg),2.5,Media,3.2,Plaza Vea San Borja,Supermercado,San Borja,2026-01-01
1647,Ana Torres,Pueblo Libre,Pasta (paquete),3.0,Baja,2.4,Metro San Borja,Supermercado,San Borja,2026-01-01
1648,Carlos López,San Borja,Jugo (litro),2.0,Media,4.7,Vivanda La Molina,Supermercado,La Molina,2026-01-01
1649,Laura Sánchez,Lince,Café (paquete),1.0,Alta,13.9,Tottus Lince,Supermercado,Lince,2026-01-01
1650,José García,San Isidro,Sal (kg),1.0,Alta,0.6,Wong San Isidro,Supermercado,San Isidro,2026-01-01
1651,Carla Huamán,Callao,Pescado bonito (kg),2.0,Alta,10.4,Mercado Callao,Mercado,Callao,2026-01-02
1652,Ricardo López,La Molina,Queso fresco (kg),1.0,Media,17.5,Wong La Molina,Supermercado,La Molina,2026-01-02
1653,Sofía Vargas,San Isidro,Aceite vegetal 1L,2.0,Alta,9.9,Metro San Isidro,Supermercado,San Isidro,2026-01-02
1654,Juan Carlos Díaz,Villa El Salvador,Papa blanca (kg),5.0,Alta,2.1,Mercado VES,Mercado,Villa El Salvador,2026-01-02
1655,Elena Rojas,Chorrillos,Galletas paquete 6u,3.0,Media,4.4,Bodega Chorrillos,Bodega,Chorrillos,2026-01-02
1656,Pedro Castillo,SMP,Azúcar rubia (kg),2.0,Alta,3.3,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-02
1657,Carla Huamán,Surquillo,Frijoles (kg),2.0,Alta,3.8,Mercado Surquillo,Mercado,Surquillo,2026-01-02
1658,Ricardo López,Jesús María,Jugo (litro),2.0,Media,4.4,Tottus Jesús María,Supermercado,Jesús María,2026-01-02
1659,Sofía Vargas,La Molina,Café (paquete),1.0,Alta,13.7,Vivanda La Molina,Supermercado,La Molina,2026-01-02
1660,Juan Carlos Díaz,San Miguel,Té (paquete),1.0,Baja,2.4,Bodega San Miguel,Bodega,San Miguel,2026-01-02
1661,Kevin Pardo,Miraflores,Leche evaporada 400g,2.0,Media,2.6,Plaza Vea Miraflores,Supermercado,Miraflores,2026-01-03
1662,María Quispe,San Martín de Porres,Detergente líquido 1L,1.0,Baja,7.0,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-03
1663,José Alvarez,SMP,Cebolla (kg),2.0,Alta,1.5,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-03
1664,Luis Ramírez,Surco,Huevos (docena),1.0,Alta,11.1,Wong Surco,Supermercado,Surco,2026-01-03
1665,Ana Torres,Comas,Yogurt (unidad),3.0,Baja,2.6,Bodega San Pedro,Bodega,Comas,2026-01-03
1666,Jorge Medina,San Borja,Manzana (kg),2.0,Alta,5.2,Plaza Vea San Borja,Supermercado,San Borja,2026-01-03
1667,Ana Torres,Pueblo Libre,Atún (lata),3.0,Media,5.5,Metro San Borja,Supermercado,San Borja,2026-01-03
1668,Carlos López,San Borja,Galletas (paquete),2.0,Baja,3.1,Vivanda La Molina,Supermercado,La Molina,2026-01-03
1669,Laura Sánchez,Lince,Harina (kg),2.0,Media,3.3,Tottus Lince,Supermercado,Lince,2026-01-03
1670,José García,San Isidro,Mayonesa (frasco),1.0,Baja,5.1,Wong San Isidro,Supermercado,San Isidro,2026-01-03
1671,Carla Huamán,Callao,Arroz (kg),3.0,Alta,3.6,Mercado Callao,Mercado,Callao,2026-01-04
1672,Ricardo López,La Molina,Pechuga de pollo (kg),2.0,Alta,10.7,Wong La Molina,Supermercado,La Molina,2026-01-04
1673,Sofía Vargas,San Isidro,Papa (kg),3.0,Media,1.3,Metro San Isidro,Supermercado,San Isidro,2026-01-04
1674,Juan Carlos Díaz,Villa El Salvador,Tomate (kg),2.0,Alta,3.5,Mercado VES,Mercado,Villa El Salvador,2026-01-04
1675,Elena Rojas,Chorrillos,Pan francés (unidad),10.0,Media,0.25,Bodega Chorrillos,Bodega,Chorrillos,2026-01-04
1676,Pedro Castillo,SMP,Naranja (kg),2.5,Media,3.0,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-04
1677,Carla Huamán,Surquillo,Pasta (paquete),3.0,Baja,2.5,Mercado Surquillo,Mercado,Surquillo,2026-01-04
1678,Ricardo López,Jesús María,Jugo (litro),2.0,Media,4.5,Tottus Jesús María,Supermercado,Jesús María,2026-01-04
1679,Sofía Vargas,La Molina,Café (paquete),1.0,Alta,13.8,Vivanda La Molina,Supermercado,La Molina,2026-01-04
1680,Juan Carlos Díaz,San Miguel,Sal (kg),1.0,Alta,0.5,Bodega San Miguel,Bodega,San Miguel,2026-01-04
1681,Kevin Pardo,Miraflores,Ketchup (frasco),1.0,Media,4.1,Plaza Vea Miraflores,Supermercado,Miraflores,2026-01-05
1682,María Quispe,San Martín de Porres,Lentejas (kg),2.0,Alta,3.8,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-05
1683,José Alvarez,SMP,Shampoo (frasco),1.0,Baja,10.8,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-05
1684,Luis Ramírez,Surco,Papel higiénico (paquete),2.0,Alta,7.4,Wong Surco,Supermercado,Surco,2026-01-05
1685,Ana Torres,Comas,Queso (kg),1.0,Media,18.7,Bodega San Pedro,Bodega,Comas,2026-01-05
1686,Jorge Medina,San Borja,Yogurt (unidad),3.0,Baja,2.5,Plaza Vea San Borja,Supermercado,San Borja,2026-01-05
1687,Ana Torres,Pueblo Libre,Manzana (kg),2.0,Alta,5.3,Metro San Borja,Supermercado,San Borja,2026-01-05
1688,Carlos López,San Borja,Arroz (kg),3.0,Alta,3.4,Vivanda La Molina,Supermercado,La Molina,2026-01-05
1689,Lauraگفت,,,2.0,,3.8,,,,
1690,José García,San Isidro,Pechuga de pollo (kg),2.0,Alta,10.8,Wong San Isidro,Supermercado,San Isidro,2026-01-05
1691,Carla Huamán,Callao,Plátano (kg),2.0,Alta,1.8,Mercado Callao,Mercado,Callao,2026-01-06
1692,Ricardo López,La Molina,Detergente líquido 1L,1.0,Baja,6.9,Wong La Molina,Supermercado,La Molina,2026-01-06
1693,Sofía Vargas,San Isidro,Huevos (docena),1.0,Alta,11.0,Metro San Isidro,Supermercado,San Isidro,2026-01-06
1694,Juan Carlos Díaz,Villa El Salvador,Tomate (kg),2.0,Media,3.4,Mercado VES,Mercado,Villa El Salvador,2026-01-06
1695,Elena Rojas,Chorrillos,Aceite (litro),1.0,Alta,9.1,Bodega Chorrillos,Bodega,Chorrillos,2026-01-06
1696,Pedro Castillo,SMP,Azúcar (kg),2.0,Media,3.4,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-06
1697,Carla Huamán,Surquillo,Pasta (paquete),3.0,Baja,2.3,Mercado Surquillo,Mercado,Surquillo,2026-01-06
1698,Ricardo López,Jesús María,Frijoles (kg),2.0,Alta,3.9,Tottus Jesús María,Supermercado,Jesús María,2026-01-06
1699,Sofía Vargas,La Molina,Papa (kg),3.0,Media,1.1,Vivanda La Molina,Supermercado,La Molina,2026-01-06
1700,Juan Carlos Díaz,San Miguel,Cebolla (kg),2.0,Alta,1.6,Bodega San Miguel,Bodega,San Miguel,2026-01-06
1701,Kevin Pardo,Miraflores,Atún (lata),3.0,Media,5.4,Plaza Vea Miraflores,Supermercado,Miraflores,2026-01-07
1702,María Quispe,San Martín de Porres,Galletas (paquete),2.0,Baja,3.0,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-07
1703,José Alvarez,SMP,Jugo (litro),2.0,Media,4.6,Mercado Central SMP,Mercado,San Martín de Porres,2026-01-07
